country,year,Adjusted savings: gross savings (% of GNI),"Annual freshwater withdrawals, domestic (% of total freshwater withdrawal)",Bank nonperforming loans to total gross loans (%),Claims on other sectors of the domestic economy (% of GDP),Claims on other sectors of the domestic economy (annual growth as % of broad money),Domestic credit provided by financial sector (% of GDP),Domestic credit to private sector (% of GDP),Domestic credit to private sector by banks (% of GDP),Domestic general government health expenditure (% of current health expenditure),Domestic general government health expenditure (% of GDP),Domestic general government health expenditure (% of general government expenditure),Domestic general government health expenditure per capita (current US$),"Domestic general government health expenditure per capita, PPP (current international $)",Domestic private health expenditure (% of current health expenditure),Domestic private health expenditure per capita (current US$),"Domestic private health expenditure per capita, PPP (current international $)",Gross capital formation (% of GDP),Gross capital formation (annual % growth),Gross capital formation (constant 2015 US$),Gross capital formation (constant LCU),Gross capital formation (current LCU),Gross capital formation (current US$),Gross domestic income (constant LCU),Gross domestic savings (% of GDP),Gross domestic savings (current LCU),Gross domestic savings (current US$),Gross fixed capital formation (% of GDP),Gross fixed capital formation (annual % growth),Gross fixed capital formation (constant 2015 US$),Gross fixed capital formation (constant LCU),Gross fixed capital formation (current LCU),Gross fixed capital formation (current US$),"Gross fixed capital formation, private sector (% of GDP)","Gross fixed capital formation, private sector (current LCU)","Gross intake ratio in first grade of primary education, female (% of relevant age group)","Gross intake ratio in first grade of primary education, male (% of relevant age group)","Gross intake ratio in first grade of primary education, total (% of relevant age group)",Gross national expenditure (% of GDP),Gross national expenditure (constant 2015 US$),Gross national expenditure (constant LCU),Gross national expenditure (current LCU),Gross national expenditure (current US$),Gross national expenditure deflator (base year varies by country),Gross savings (% of GDP),Gross savings (% of GNI),Gross savings (current LCU),Gross savings (current US$),Gross value added at basic prices (GVA) (constant 2015 US$),Gross value added at basic prices (GVA) (constant LCU),Gross value added at basic prices (GVA) (current LCU),Gross value added at basic prices (GVA) (current US$),"Listed domestic companies, total",Market capitalization of listed domestic companies (% of GDP),Market capitalization of listed domestic companies (current US$),Net ODA received (% of gross capital formation),Net domestic credit (current LCU),"Proportion of time spent on unpaid domestic and care work, female (% of 24 hour day)","Proportion of time spent on unpaid domestic and care work, male (% of 24 hour day)","School enrollment, preprimary (% gross)","School enrollment, preprimary, female (% gross)","School enrollment, preprimary, male (% gross)","School enrollment, primary (% gross)","School enrollment, primary (gross), gender parity index (GPI)","School enrollment, primary and secondary (gross), gender parity index (GPI)","School enrollment, primary, female (% gross)","School enrollment, primary, male (% gross)","School enrollment, secondary (% gross)","School enrollment, secondary (gross), gender parity index (GPI)","School enrollment, secondary, female (% gross)","School enrollment, secondary, male (% gross)","School enrollment, tertiary (% gross)","School enrollment, tertiary (gross), gender parity index (GPI)","School enrollment, tertiary, female (% gross)","School enrollment, tertiary, male (% gross)","Stocks traded, turnover ratio of domestic shares (%)"
Argentina,1983,19.65415706,..,..,..,..,46.2096995159375,28.1182756416111,26.5588638231802,..,..,..,..,..,..,..,..,20.8877523061467,0.399509089967736,42964345046.4624,61222771963,22870,21718898273.9138,341134107467.756,24.203123572929,26500,25166191703.4856,20.8877523061467,0.399509006765442,36423417088.5715,55441098788,22870,21718898273.9138,..,..,..,..,..,96.6846287332177,248873453124.505,315897447583,105860,100531813348.339,3.35108753837544E-05,18.5376271806435,19.6541570640908,20296.8480000866,19275259160.2524,242625209522.397,292383608840,109490,103979106777.911,237,1.33323899671592,1386290000,0.158479485169312,50443.7,..,..,45.2494583129883,46.1639213562012,44.3607711791992,..,..,..,..,..,59.5923690795898,1.06025004386902,61.905460357666,57.334228515625,24.9827709197998,1.15683996677399,27.1345291137695,22.8788509368896,12.6741158054952
Argentina,1984,18.58452627,..,..,..,..,41.748912658676,25.0009988367976,24.0506119455824,..,..,..,..,..,..,..,..,19.9640924492995,-4.13438860385106,41188032061.1422,58691584656,157900,23341029089.7944,349532208722.888,22.7975016436555,180310,26653710925.781,19.9640924492995,-4.1343886090081,34917531481.4501,53148948315,157900,23341029089.7944,..,..,..,..,..,97.1665908056441,255660652603.045,323957874116,768510,113602370271.044,0.000237225288040018,17.6214446244036,18.5836635460891,139371.529823333,20602121164.6331,246362583802.965,296887456490,790920,116915052107.031,235,1.00132530320242,1170700000,0.140268029967805,331834.7,..,..,48.1718597412109,48.9503517150879,47.4165496826172,106.12474822998,0.987360000610352,1.01194000244141,106.193161010742,106.05835723877,65.2604827880859,1.08708000183105,68.6578826904297,61.9390983581543,28.7928295135498,1.14219999313354,31.0237903594971,26.6121006011963,21.6366276586658
Argentina,1985,18.68893603,..,..,..,..,32.5730009425071,17.3641413760603,16.9285824693685,..,..,..,..,..,..,..,..,17.5890669180019,-14.1047118790883,35378578810.2516,50413305743,933100,15504919334.872,326949133514.011,23.0518378887842,1222900,20320400658.6808,17.5890669180019,-14.1047118252842,29992514289.4887,45652442317,933100,15504919334.872,..,..,..,..,..,94.5372290292177,232594555342.938,294336050683,5015200,83335410404.2977,0.00170390272899373,..,..,..,..,233323836018.183,281174678170,5305000,88150891728.1064,226,2.30948316016965,2035830000,0.252049049640394,..,..,..,50.8299903869629,51.9305686950684,49.7630386352539,107.035743713379,0.994040012359619,1.02104997634888,107.631126403809,106.460227966309,70.2103576660156,1.09944999217987,74.2885665893555,66.2130126953125,35.5128898620605,1.11730003356934,37.752140045166,33.3239784240723,23.30302628412
Argentina,1986,15.48284905,..,..,..,..,32.8696858004227,16.9072294948969,16.5215522681063,..,..,..,..,..,..,..,..,17.4617642050861,11.0407766460997,39284648677.2558,55979326230,1743400,18487184064.1619,344639923224.468,19.2996865015374,1926900,20433036006.214,17.4617642050861,11.0407766314028,33303920798.3327,50692826500,1743400,18487184064.1619,..,..,..,..,..,98.1620777035486,254771324846.171,322499830670,9800600,103926520671.805,0.00303894733204636,14.7833916560665,15.4829393300465,1475988.60633333,15651527499.0766,248098579946.961,298979476600,9984100,105872372613.857,216,1.50268664120952,1590930000,0.398492263144378,..,..,..,53.0375518798828,53.9278602600098,52.1736106872559,108.8759765625,0.982379972934723,1.00700998306274,108.958290100098,108.796661376953,70.2377777099609,1.08158004283905,73.8446273803711,66.6978607177734,37.5073890686035,1.13516998291016,40.2584991455078,34.8167114257812,15.0364880918708
Argentina,1987,15.93860122,..,..,..,..,47.5856773657119,21.2973148810876,20.9234516099999,..,..,..,..,..,..,..,..,19.5548660012086,12.935919957749,44366479385.8286,63220767064,4562600,21277822815.3887,352394174122.477,19.8523077450573,4632000,21601471810.126,19.5548660012086,12.9359200004364,37612089349.8137,57250409982,4562600,21277822815.3887,..,..,..,..,..,99.7025582561513,263615052619.685,334394100724,23262900,108487236306.515,0.00695673157798934,15.1977497346311,15.9384419333573,3545984.56133333,16536806032.1209,255806964880.023,308268723210,23332300,108810885301.253,205,1.30329791552911,1418130000,0.391910394748368,..,..,..,57.2631912231445,57.5299682617188,57.0039482116699,109.750389099121,0.99194997549057,1.0077600479126,110.467620849609,109.060653686523,69.9169235229492,1.05905997753143,72.8724899291992,67.0159912109375,39.4006881713867,1.14682996273041,42.5585098266602,36.3096885681152,10.1528068653791
Argentina,1988,18.41005366,..,..,..,..,42.6744673245575,20.3358354792818,20.0320597504097,..,..,..,..,..,..,..,..,18.6400388971926,-3.51973086904714,42804898715.3761,60995566210,20702000,23652389169.8899,350985268022.683,21.9598062343556,24389000,27864849747.0991,18.6400388971926,-3.51973099167945,36288244984.3501,55235349559,20702000,23652389169.8899,..,..,..,..,..,96.680232662837,253001172181.837,320972738960,107375000,122677774471.883,0.0334529967709754,..,..,..,..,253471150267.991,305453871830,111062000,126890235049.092,193,2.01161263434688,2552540000,0.602391558434696,..,..,..,60.6769981384277,61.9407806396484,59.4472312927246,110.309837341309,1.04460000991821,1.04745995998383,114.012519836426,106.754272460938,70.3989791870117,1.0644199848175,73.6382827758789,67.2230224609375,..,..,..,..,167.391304347826
Argentina,1989,14.87585898,..,..,..,..,80.0556763398612,39.7174950191489,39.4377419896227,..,..,..,..,..,..,..,..,15.5146982752804,-21.6015601472355,33558372773.4109,47819572288,503303008,11888871206.2989,325309529888.228,21.9935620422646,713479936,16853606937.6767,15.5146982752804,-21.6015600322309,28449417959.4127,43303652365,503303008,11888871206.2989,..,..,..,..,..,93.5211362330158,231145663088.403,292201569458,3033863008,71664993028.7451,1.03827745129072,13.630182377837,14.8758600435215,442168559.686667,10444771785.6466,235375699798.109,283647345120,3244039936,76629728760.123,183,4.17314539897488,3197870000,1.69578757404266,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,12.3854315528774
Argentina,1990,16.77964365,..,..,..,..,32.4207077674654,15.6016948142115,15.5276981216118,..,..,..,..,..,..,..,..,13.9969815756662,-16.8500891694968,27903757037.259,39761931717,9646999552,19785101598.3575,313421274432.136,19.7251979893811,13595000832,27882086159.6402,13.9969815756662,-16.8500891668379,23655665665.8053,36006948329,9646999552,19785101598.3575,..,..,..,..,..,94.2717835862851,222348950493.022,280257687497,64973998080,133255645585.448,23.1836630995878,16.0433753516211,16.7796422807158,11057415057.1667,22677733023.8287,230204332475.117,277415416280,68921999360,141352630146.731,178,2.55764607722343,3615300000,0.867470930232985,22272000000,..,..,..,..,..,107.92359161377,0.983500003814697,..,108.117088317871,107.737609863281,72.4082183837891,..,..,..,..,..,..,..,22.1494758387962
Argentina,1991,13.99429997,..,..,..,..,22.7990352906324,12.5872034907184,12.4655879980545,..,..,..,..,..,..,..,..,14.6369773950796,29.9416785576087,36258610274.8512,51667321500,26478000100,27769271211.3267,345369716653.811,16.2340150185736,29367009300,30799170739.3812,14.6369773950796,29.9416784018792,30738569003.2844,46788033000,26478000100,27769271211.3267,..,..,92.4599,92.38578,92.42234,98.402962376506,259448675765.409,327715613200,178008995800,186690084740.43,54.3181309129034,13.5618560304189,13.9942999702469,24533127000,25729551127.4253,252512160173.083,304298208800,180898005000,189719984268.485,169,9.82484795783127,18639700000,1.00027828206155,40987000000,..,..,48.567008972168,..,..,109.312889099121,0.98496001958847,..,109.486709594727,109.145767211914,73.7480773925781,..,..,..,38.2797012329102,..,..,..,24.4032361035854
Argentina,1992,13.91052003,..,..,..,..,22.4785777565544,15.4453354474077,15.2507520184031,..,..,..,..,..,..,..,..,16.7024057741857,32.6434665284517,48094677583.604,68533326300,37853999100,38211595952.1186,376499897055.07,15.167803750012,34376007700,34700748874.8875,16.7024057741857,32.6434665462427,40772703492.6653,62061268900,37853999100,38211595952.1186,..,..,..,..,..,101.534602024174,300760119040.315,381037663500,230115995600,232289841365.445,60.3919291038798,13.6516426768522,13.9105348137366,30939810503.3333,31232090819.9231,271175132607.309,326788646800,226638004200,228778994288.214,170,8.14021412146728,18623100000,0.698034207523174,50479000000,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,84.5112253062057
Argentina,1993,16.45896107,..,..,..,..,25.9935337266753,18.2846049267413,18.0123062130973,..,..,..,..,..,..,..,..,19.6881104233422,14.3639342075828,55002965429.062,78377408200,46563360300,46609970270.2703,407983002212.652,17.283658956359,40876713000,40917630630.6306,19.0564340661161,13.6231386335705,46327225414.1258,70515961600,45069414300,45114528828.8288,..,..,..,..,..,102.404451466983,319156998663.685,405091186700,242191620600,242434054654.655,59.7869389785961,16.2505279122602,16.4589610718344,38433306700,38471778478.4785,288509820775.415,347678391500,217797901300,218015917217.217,165,18.6090186924623,44055310000,0.527676794304069,60811000000,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,112.959209684372
Argentina,1994,15.87634044,..,..,..,..,26.5787635954009,20.280577998757,19.9549452299565,..,..,..,..,..,..,..,..,19.9656232520199,12.635527414646,61952880204.7193,88280807100,51399500500,51399500500,431810213782.731,16.8911906463642,43484681200,43484681200,19.9389752563704,13.6722674997883,52661207597.975,80157092500,51330897900,51330897900,..,..,..,..,112.33367,103.074432605656,339710495664.151,431819911700,265354819300,265354819300,61.4503435599679,15.6483624533872,15.8763404426322,40285144300,40285144300,306469605106.339,369321429200,237306001100,237306001100,156,14.3206960845246,36867200000,0.313076968849036,67553838000,..,..,47.7186393737793,..,..,111.734931945801,..,..,..,..,71.0865631103516,..,..,..,37.1375999450684,..,..,..,306.038972311431
Argentina,1995,16.81590133,15.955213436,..,..,..,27.8679507463713,19.9606075608912,19.6796231471515,..,..,..,..,..,..,..,..,18.5004105114971,-12.6354437237582,54124858891.2047,77126135400,47736933000,47736933000,418345982271.772,18.089755621159,46677313000,46677313000,17.9377461107015,-13.0840546642831,45770986408.9843,69669294700,46285080200,46285080200,..,..,..,..,..,100.410654890338,321949893457.395,408380320500,259091370000,259091370000,63.4436472557693,16.5116322700598,16.8159013272578,42605253700,42605253700,298436374444.933,359640716400,238612169700,238612169700,149,14.6430739627972,37783780000,0.310409536942352,71147700000,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,84.4372902869962
Argentina,1996,17.48354198,16.0266787541,..,..,..,28.2203103254734,20.1870018252819,19.8760428771292,..,..,..,..,..,..,..,..,19.6238724452255,13.1032468404997,61216972753.7914,87232163300,53406319800,53406319800,446455007248.899,18.9745946854627,51639312000,51639312000,18.0821812623381,8.88330752686663,49836963889.7747,75858232400,49210611100,49210611100,..,..,112.54373,112.9885,112.76941,100.649277759763,342395621916.06,435002506900,273916757800,273916757800,62.9690067195335,17.1300773563084,17.4835419835293,46619462700,46619462700,314466872862.166,378958803700,251099600500,251099600500,147,16.421969889739,44692350000,0.229261261401139,75873964000,..,..,52.2438201904297,53.4962997436523,51.0307807922363,112.24089050293,0.984390020370483,1.01927995681763,112.272331237793,112.210762023926,78.9764022827148,1.09694004058838,83.6859588623047,74.4451904296875,..,..,..,..,70.0421884282209
Argentina,1997,17.02576256,16.0963136586,..,..,..,30.3761991265421,21.9334587634322,21.5569355901645,..,..,..,..,..,..,..,..,20.8260515469902,16.5927668791403,71374562333.2949,101706392800,60990966300,60990966300,482100854165.798,18.6116147702478,54505788900,54505788900,19.37012354068,17.6628635760303,58639598832.0611,89256968500,56727150100,56727150100,..,..,112.0217,111.36707,111.68954,102.214436776742,375224964691.775,477517853400,299344177400,299344177400,62.6875362394566,16.6642824266429,17.0257625640378,48802850871.8422,48802850871.8422,339488032450.69,409111387400,269557982700,269557982700,136,20.2322107225661,59251850000,0.162745416506429,87758867000,..,..,53.4072418212891,54.162899017334,52.6756401062012,109.283897399902,0.994459986686707,1.0210599899292,109.984733581543,108.613243103027,74.9484329223633,1.08230996131897,78.8575668334961,71.1821136474609,..,..,..,..,64.4817672359597
Argentina,1998,16.53947808,16.1641875828,..,..,..,32.502843552354,24.1532987732827,23.5909907483988,..,..,..,..,..,..,..,..,20.9707691548621,4.89937718054631,74871471352.9671,106689372600,62691747400,62691747400,496399749196.471,18.45186881007,55161538900,55161538900,19.9349616865126,6.54396771272823,62476955246.5045,95097915700,59595219100,59595219100,..,..,111.78756,111.01077,111.39339,102.518900344792,389226480659.004,495493252000,306478458500,306478458500,61.8532053187275,16.1297343275958,16.5394780825706,48219558501.997,48219558501.997,354819126984.082,427586634700,275349613900,275349613900,131,15.1640961270053,45332800000,0.117974059029774,95371523000,..,..,54.8363800048828,55.476619720459,54.2167587280273,113.895248413086,0.985450029373169,1.00899004936218,114.144020080566,113.657501220703,81.1133804321289,1.04658997058868,83.9390029907227,78.392692565918,47.9915618896484,..,..,..,57.4958087742209
Argentina,1999,14.03128891,16.2303664921,..,..,..,35.5044239797124,24.8933437498898,24.136100774893,..,..,..,..,..,..,..,..,17.8629278753399,-16.921669009796,62201968787.8538,88635750100,50645509000,50645509000,474992981418.031,16.1345234778131,45745085000,45745085000,18.0140244001369,-12.6098546027334,54598702029.7055,83106206800,51073902400,51073902400,..,..,108.49268,105.29777,106.87103,101.728404397527,372474595995.936,472390414600,288423424000,288423424000,61.0561550543367,13.6619163753345,14.0312889140363,38734675164.8396,38734675164.8396,344734562257.131,415433893300,262474242700,262474242700,125,19.6977246995835,55847580000,0.162660024314136,98427256000,..,..,55.5328598022461,56.2061500549316,54.8812789916992,116.60075378418,0.996399998664856,1.02296996116638,117.524360656738,115.718490600586,92.7628402709961,1.06050002574921,96.6531524658203,89.0202331542969,49.6384315490723,1.40173995494843,62.4167404174805,37.3416786193848,21.2402936707374
